unified_id,stellar_id,disposition,orbital_period_days,transit_duration_hr,transit_depth_ppm,planet_radius_rearth,equilibrium_temp_k,insolation_flux_earth,stellar_teff_k,stellar_radius_rsun,stellar_logg_cgs,magnitude,mission
K02381.01,4055774,FALSE_POSITIVE,6.58738839,4.758,258.5,1.35,871.0,136.02,5616.0,0.822,4.564,15.575,KEPLER
K02382.01,6670075,FALSE_POSITIVE,0.759706632,1.0896,39.7,1.38,3834.0,51080.76,8621.0,2.094,4.101,12.438,KEPLER
K02383.01,9395024,CONFIRMED,4.37033233,2.845,177.8,1.56,1191.0,475.39,5657.0,1.182,4.282,15.133,KEPLER
K02453.01,8631751,CANDIDATE,1.530515205,0.5945,659.7,0.84,608.0,32.46,3462.0,0.259,5.004,15.63,KEPLER
K02454.01,11401822,FALSE_POSITIVE,1.08070294,3.363,145.6,1.04,1565.0,1419.52,5482.0,0.813,4.539,15.986,KEPLER
K02455.01,6507427,FALSE_POSITIVE,4.74254518,1.023,305.7,1.77,1118.0,369.34,6046.0,1.007,4.478,14.413,KEPLER
K02456.01,5521300,FALSE_POSITIVE,18.13559979,2.019,452.7,24.49,744.0,72.36,6184.0,1.038,4.448,14.99,KEPLER
K00245.04,8478994,CONFIRMED,51.20690303,8.99,,,,,,,,9.705,KEPLER
K02457.01,9753154,CONFIRMED,3.70429015,3.37,55.7,1.45,1839.0,2708.57,6732.0,1.927,3.958,12.402,KEPLER
K02530.01,9011825,CONFIRMED,37.3331165,7.643,187.8,2.5,657.0,44.17,5623.0,1.588,4.079,13.611,KEPLER
K02531.01,4172746,CANDIDATE,17.6997392,2.76,752.7,1.96,523.0,17.73,4807.0,0.742,4.583,15.44,KEPLER
K02532.01,5174858,CONFIRMED,7.9709719,1.2893,488.4,2.27,760.0,79.1,5237.0,0.826,4.572,15.43,KEPLER
K02533.01,11074835,CONFIRMED,6.03355539,10.049,89.5,3.34,1598.0,1540.84,4924.0,3.588,3.356,13.274,KEPLER
K02534.01,1996180,CONFIRMED,3.02558494,3.0008,128.3,1.62,1484.0,1148.47,6123.0,1.263,4.263,13.925,KEPLER
K02605.01,10407221,FALSE_POSITIVE,0.933746783,4.255,417.5,1.3,1309.0,696.63,4643.0,0.663,4.61,15.647,KEPLER
K02606.01,5991936,FALSE_POSITIVE,6.09740316,4.635,568.5,45.49,1826.0,2630.31,8828.0,1.828,4.227,13.424,KEPLER
K02607.01,5095635,CANDIDATE,0.754457729,0.5891,248.2,2.07,2131.0,4879.62,5561.0,1.193,4.25,14.482,KEPLER
K02608.01,6269070,CONFIRMED,2.7612237,3.681,66.8,1.84,2017.0,3906.36,6381.0,2.232,3.897,13.321,KEPLER
K02609.01,6705137,FALSE_POSITIVE,5.59727625,1.659,200.8,1.26,975.0,213.15,5796.0,0.876,4.522,14.626,KEPLER
K02384.01,12254688,CANDIDATE,62.6825769,2.327,398.9,39.8,916.0,166.36,7058.0,3.101,3.648,13.072,KEPLER
K02385.01,8345172,FALSE_POSITIVE,50.5715805,3.726,1282.6,2.74,406.0,6.44,5262.0,0.783,4.59,15.812,KEPLER
K02386.01,4172013,CANDIDATE,16.2707207,5.707,468.0,28.42,827.0,110.79,6117.0,1.244,4.315,14.94,KEPLER
K02387.01,12254378,CONFIRMED,2.032319072,1.6762,315.5,1.87,1542.0,1333.35,6156.0,1.05,4.443,15.298,KEPLER
K00028.01,4247791,FALSE_POSITIVE,4.100870416,8.15361,123520.0,82.46,1413.0,939.61,5923.0,1.51,4.118,11.26,KEPLER
K02458.01,7604328,CONFIRMED,4.35407371,2.427,277.1,1.63,1043.0,279.53,5455.0,0.909,4.421,15.404,KEPLER
K02460.01,11236244,CONFIRMED,11.32269749,3.517,311.0,1.51,554.0,22.24,4563.0,0.642,4.624,15.006,KEPLER
K02461.01,9837685,CONFIRMED,13.71218522,2.437,786.7,2.47,676.0,49.26,5550.0,0.831,4.562,15.935,KEPLER
K02462.01,5042210,CONFIRMED,12.14684625,6.197,70.7,1.75,1097.0,342.49,5877.0,1.963,3.927,11.821,KEPLER
K02463.01,12454461,CONFIRMED,7.46718958,3.633,75.7,1.04,1035.0,271.25,6161.0,1.169,4.399,12.77,KEPLER
K02534.02,1996180,CANDIDATE,5.42204257,2.952,79.1,1.39,1222.0,527.11,6123.0,1.263,4.263,13.925,KEPLER
K02535.01,9635606,CONFIRMED,48.8882668,6.468,462.8,2.96,386.0,5.23,4821.0,0.788,4.529,14.985,KEPLER
K02536.01,3728701,CONFIRMED,51.1319346,6.019,382.3,2.43,542.0,20.36,6071.0,1.107,4.353,14.423,KEPLER
K02537.01,10861715,FALSE_POSITIVE,133.516435,2.196,510.0,2.01,344.0,3.3,5989.0,0.848,4.553,15.309,KEPLER
K02538.01,1849702,CONFIRMED,39.8312536,2.442,388.8,1.46,420.0,7.33,5026.0,0.759,4.58,14.125,KEPLER
K00249.01,9390653,CONFIRMED,9.549277089,1.5832,1826.9,1.57,374.0,4.62,3547.0,0.369,4.899,14.486,KEPLER
K02610.01,2305866,CANDIDATE,24.1073172,10.465,104.2,2.74,1065.0,304.22,6585.0,2.517,3.813,12.605,KEPLER
K00252.01,11187837,CONFIRMED,17.60461401,3.716,2292.1,2.64,362.0,4.07,3744.0,0.516,4.737,15.613,KEPLER
K02611.01,8885673,FALSE_POSITIVE,1.228721184,1.041,465.6,1.62,1324.0,728.99,4897.0,0.764,4.542,15.76,KEPLER
K02613.01,9712350,CANDIDATE,51.5738653,2.784,900.7,2.41,417.0,7.12,5380.0,0.813,4.581,15.96,KEPLER
K02615.01,8025596,CONFIRMED,4.69505576,3.058,240.0,1.49,1098.0,343.6,5999.0,0.959,4.494,15.711,KEPLER
K02616.01,5956787,FALSE_POSITIVE,0.569115976,2.028,796.9,1.8,1589.0,1504.24,4788.0,0.656,4.61,12.093,KEPLER
K00242.01,3642741,FALSE_POSITIVE,7.258450123,5.7297,3714.7,5.53,880.0,141.3,5638.0,0.92,4.513,14.747,KEPLER
K02388.01,12071037,FALSE_POSITIVE,6.0959841,10.39,112.7,0.99,988.0,225.07,5826.0,0.885,4.43,14.104,KEPLER
K02389.01,8494617,CONFIRMED,22.9221181,8.2,140.3,1.33,684.0,51.7,5897.0,1.081,4.357,13.578,KEPLER
K02390.01,10289119,CONFIRMED,16.10474503,5.712,124.1,3.21,1159.0,425.93,5822.0,2.886,3.683,12.249,KEPLER
K02392.01,7382313,CONFIRMED,7.42697378,3.206,205.2,1.4,899.0,154.52,5573.0,0.982,4.434,14.985,KEPLER
K02464.01,9887224,FALSE_POSITIVE,0.874629873,1.782,68.1,0.72,1597.0,1538.25,5099.0,0.832,4.491,14.107,KEPLER
K02465.01,7542369,FALSE_POSITIVE,5.46091846,1.781,172.0,1.25,1106.0,353.34,6319.0,0.93,4.465,14.332,KEPLER
K02466.01,8544992,CONFIRMED,3.17323012,1.9094,204.5,0.88,830.0,112.21,4500.0,0.633,4.632,14.993,KEPLER
K02466.02,8544992,CONFIRMED,13.2970695,3.283,219.7,0.91,515.0,16.64,4500.0,0.633,4.632,14.993,KEPLER
K00246.01,11295426,CONFIRMED,5.398752862,3.4303,346.5,2.21,1140.0,398.33,5790.0,1.198,4.279,9.997,KEPLER
K02539.01,7289162,FALSE_POSITIVE,5.26648126,1.964,97.8,1.07,1155.0,420.53,6204.0,1.065,4.394,13.648,KEPLER
K02540.01,3001885,FALSE_POSITIVE,2.67596808,2.021,420.6,1.57,998.0,234.19,4732.0,0.795,4.53,15.596,KEPLER
K02541.01,12306058,CONFIRMED,7.41683033,7.274,72.6,3.36,1425.0,973.85,4938.0,3.324,3.45,13.007,KEPLER
K02542.01,6183511,CONFIRMED,0.727331746,0.8323,357.4,0.67,849.0,122.92,3460.0,0.356,4.92,15.527,KEPLER
K02543.01,12469800,CONFIRMED,1.302017467,1.3692,290.5,1.37,1344.0,772.73,4948.0,0.816,4.508,15.351,KEPLER
K02617.01,4915638,CONFIRMED,8.63050092,3.144,325.8,1.43,739.0,70.63,5352.0,0.764,4.599,15.868,KEPLER
K02618.01,6351097,FALSE_POSITIVE,12.49117388,2.848,189.9,1.36,763.0,80.08,5753.0,0.911,4.461,14.521,KEPLER
K02619.01,8081905,CONFIRMED,3.27645723,2.219,323.0,1.71,1195.0,482.56,5812.0,0.963,4.504,15.934,KEPLER
K02620.01,11465950,CONFIRMED,16.0573291,3.546,575.0,2.27,645.0,41.04,5644.0,0.806,4.575,15.869,KEPLER
K02621.01,9996632,FALSE_POSITIVE,8.44326557,3.353,359.5,1.97,934.0,179.79,6081.0,1.023,4.468,15.351,KEPLER
K02393.01,4665571,CONFIRMED,4.60300256,2.6848,302.5,1.32,848.0,122.02,4821.0,0.788,4.529,14.903,KEPLER
K02395.01,4829935,FALSE_POSITIVE,16.9329284,1.218,488.3,2.46,793.0,93.34,6310.0,1.095,4.417,14.779,KEPLER
K02397.01,9269042,CONFIRMED,12.00089667,3.266,420.7,1.47,632.0,37.81,5195.0,0.69,4.598,15.563,KEPLER
K02398.01,6199056,FALSE_POSITIVE,1.169010526,1.1717,165.9,91.91,3766.0,47688.8,5944.0,5.847,3.25,13.579,KEPLER
K02399.01,11461433,CONFIRMED,1.916940872,1.4243,105.1,0.89,1246.0,571.25,5083.0,0.872,4.468,14.1,KEPLER
K02467.01,11818607,CONFIRMED,5.05661302,3.926,137.9,1.15,1049.0,286.32,5926.0,0.939,4.506,14.63,KEPLER
K02468.01,8380709,CONFIRMED,24.3344939,6.557,323.1,1.74,647.0,41.3,6091.0,0.967,4.487,15.373,KEPLER
K02469.01,6149910,CONFIRMED,131.187921,6.905,915.9,2.34,284.0,1.54,4898.0,0.803,4.518,15.048,KEPLER
K02470.01,9108085,FALSE_POSITIVE,2.17489806,4.599,74.8,1.08,1496.0,1187.26,5749.0,1.15,4.323,13.655,KEPLER
K02471.01,5436013,CONFIRMED,25.8859397,4.548,217.1,1.66,542.0,20.35,5190.0,0.899,4.446,14.556,KEPLER
K02544.01,8676148,CONFIRMED,28.6253502,4.551,652.7,2.38,573.0,25.54,5774.0,0.941,4.508,15.826,KEPLER
K02545.01,9696358,CONFIRMED,6.98141327,6.527,38.0,1.42,1384.0,865.81,6054.0,2.163,3.923,11.752,KEPLER
K02546.01,5039129,FALSE_POSITIVE,1.319677953,1.978,100.7,1.13,1843.0,2729.71,6306.0,1.076,4.426,14.332,KEPLER
K02547.01,4484336,CONFIRMED,8.94337724,2.469,215.1,1.48,946.0,188.93,6074.0,1.005,4.375,14.169,KEPLER
K02548.01,9580167,CANDIDATE,0.827151296,1.385,272.4,19.1,5171.0,168151.39,4452.0,11.895,2.28,14.992,KEPLER
K00250.01,9757613,CONFIRMED,12.282998287,2.7096,2794.7,2.83,431.0,8.14,3879.0,0.537,4.708,15.473,KEPLER
K02622.01,10527135,FALSE_POSITIVE,0.328686504,0.8592,171.9,1.11,2324.0,6891.11,5430.0,0.847,4.535,15.316,KEPLER
K00253.01,11752906,CONFIRMED,6.383159135,1.7504,2313.2,2.73,530.0,18.73,3757.0,0.576,4.681,15.254,KEPLER
K02623.01,10916600,CONFIRMED,5.57654782,3.673,53.6,0.92,1183.0,462.81,6187.0,1.238,4.341,13.383,KEPLER
K02624.01,8429314,CONFIRMED,115.6863392,4.65,945.9,3.52,401.0,6.09,5800.0,1.149,4.327,15.174,KEPLER
K02625.01,9153570,CONFIRMED,3.81371423,1.973,281.0,1.37,1029.0,264.63,5547.0,0.82,4.571,15.89,KEPLER
K02626.01,11768142,CONFIRMED,38.0970717,4.307,913.3,1.58,242.0,0.81,3554.0,0.398,4.867,15.931,KEPLER
K02400.01,7984574,CANDIDATE,11.6191707,1.819,700.4,2.21,756.0,77.43,5870.0,0.834,4.56,15.664,KEPLER
K00243.01,9592579,FALSE_POSITIVE,2.637574744,5.4573,5423.5,9.16,1385.0,868.86,6108.0,1.03,4.466,15.106,KEPLER
K02401.01,10336951,CANDIDATE,38.2292037,3.893,605.8,1.51,359.0,3.92,4544.0,0.598,4.656,14.847,KEPLER
K02402.01,8481129,CONFIRMED,16.3012727,3.974,259.5,1.54,557.0,22.73,4873.0,0.796,4.558,14.61,KEPLER
K02403.01,2142522,CONFIRMED,13.32354078,3.873,116.6,1.32,872.0,136.61,6113.0,1.218,4.341,12.867,KEPLER
K02472.01,9395719,CONFIRMED,2.607545159,1.3916,351.5,2.07,1431.0,993.79,6147.0,1.096,4.435,15.618,KEPLER
K02473.01,8753896,CONFIRMED,3.24417541,1.992,371.9,1.84,1047.0,283.66,5094.0,0.87,4.469,15.77,KEPLER
K02474.01,8240617,CANDIDATE,176.845697,3.812,431.6,42.05,291.0,1.69,5592.0,0.797,4.541,14.182,KEPLER
K02475.01,8746295,FALSE_POSITIVE,6.85567248,2.268,197.7,1.27,897.0,153.07,5734.0,0.883,4.538,14.738,KEPLER
K02476.01,10090257,FALSE_POSITIVE,2.28607282,7.82,261.8,1.01,942.0,186.39,4583.0,0.654,4.65,15.546,KEPLER
K00246.02,11295426,CONFIRMED,9.60505976,3.0063,55.0,0.91,941.0,185.15,5790.0,1.198,4.279,9.997,KEPLER
K02549.01,10679583,FALSE_POSITIVE,3.54789928,2.861,185.3,0.99,987.0,224.45,5399.0,0.725,4.619,15.413,KEPLER
K02550.01,11622985,CANDIDATE,18.0243482,3.575,441.2,1.98,683.0,51.44,5955.0,0.91,4.52,15.419,KEPLER
K02551.01,11361283,CANDIDATE,16.4793229,3.312,479.1,1.53,537.0,19.62,4908.0,0.716,4.618,15.846,KEPLER
K02552.01,8757824,CONFIRMED,3.65690909,2.064,107.4,1.32,1368.0,828.52,6078.0,1.271,4.294,14.46,KEPLER
K02553.01,9832208,CONFIRMED,88.0712769,6.758,885.4,2.4,330.0,2.79,4939.0,0.819,4.506,15.639,KEPLER
K02627.01,6124512,CONFIRMED,8.38395796,5.2,108.5,3.24,1285.0,645.64,5405.0,2.605,3.741,14.667,KEPLER
K02628.01,10070468,CONFIRMED,1.68189051,2.992,83.2,1.27,1790.0,2432.14,5827.0,1.374,4.191,14.812,KEPLER
K02629.01,10031656,FALSE_POSITIVE,8.59000355,6.68,298.1,1.82,843.0,119.26,5817.0,0.876,4.538,15.408,KEPLER
K02631.01,7584650,CONFIRMED,44.9977604,9.686,170.2,1.59,508.0,15.74,5871.0,0.983,4.493,13.468,KEPLER
K02632.01,11337566,CONFIRMED,7.12815163,5.522,45.9,1.36,1373.0,839.5,6311.0,1.994,3.998,11.392,KEPLER
K02404.01,6364215,CANDIDATE,2.10081629,2.8182,169.1,1.65,1378.0,852.78,5815.0,0.918,4.5,15.656,KEPLER
K02405.01,10202759,FALSE_POSITIVE,0.872952088,1.4499,137.3,25.5,3165.0,23715.46,7102.0,2.082,3.972,12.335,KEPLER
K02406.01,5007345,CONFIRMED,7.01074295,2.1787,222.8,3.76,1453.0,1054.63,5814.0,2.476,3.745,14.689,KEPLER
K02407.01,12120484,CONFIRMED,17.2922631,7.042,203.1,2.13,809.0,101.22,5936.0,1.299,4.261,14.15,KEPLER
K02408.01,6429812,CONFIRMED,94.289223,4.102,505.4,2.11,369.0,4.39,5632.0,0.904,4.537,14.183,KEPLER
K02477.01,6846911,CONFIRMED,14.02634692,1.2808,403.6,2.66,822.0,108.07,5970.0,1.131,4.355,14.729,KEPLER
K02478.01,5385439,FALSE_POSITIVE,12.425866431,29.1428,257.9,2.12,741.0,71.19,5428.0,0.94,4.404,14.148,KEPLER
K02479.01,5963582,CONFIRMED,25.5433704,8.567,138.6,2.11,772.0,84.0,5422.0,1.782,3.945,12.939,KEPLER
K02481.01,4476423,FALSE_POSITIVE,33.8542586,12.689,253.3,15.96,1326.0,730.99,4553.0,10.472,2.605,13.605,KEPLER
K02482.01,11403389,CONFIRMED,45.0909201,4.605,436.3,2.44,487.0,13.27,5790.0,0.9,4.528,14.976,KEPLER
K02483.01,9851662,CONFIRMED,15.0539886,4.422,221.5,1.44,665.0,46.3,5475.0,0.818,4.479,14.503,KEPLER
K02840.01,6467363,CANDIDATE,3.67936863,3.47,85.9,0.92,1112.0,361.27,5676.0,0.848,4.474,13.884,KEPLER
K02840.02,6467363,CANDIDATE,7.4464635,4.084,78.0,0.77,879.0,141.12,5676.0,0.848,4.474,13.884,KEPLER
K02841.01,8758204,CONFIRMED,159.388788,8.432,1033.0,2.73,289.0,1.65,5135.0,0.874,4.464,15.822,KEPLER
K02842.01,8733898,CONFIRMED,1.565412613,0.7572,2754.6,1.73,648.0,41.85,3464.0,0.328,4.923,16.257,KEPLER
K02842.02,8733898,CONFIRMED,5.14892346,0.9613,2355.0,1.72,436.0,8.54,3464.0,0.328,4.923,16.257,KEPLER
K02917.01,3228945,FALSE_POSITIVE,0.730943372,3.004,134.7,1.37,2190.0,5461.14,6143.0,1.067,4.418,15.021,KEPLER
K02918.01,7008149,FALSE_POSITIVE,0.515552803,1.7869,1224.1,13.96,1807.0,2508.21,5068.0,0.73,4.556,15.786,KEPLER
K02919.01,10332213,CONFIRMED,2.522590567,1.406,210.2,25.82,1205.0,499.07,5591.0,0.86,4.559,14.816,KEPLER
K02920.01,7090524,CONFIRMED,6.73968289,4.183,142.0,1.48,1011.0,246.9,5511.0,1.176,4.261,14.455,KEPLER
K00276.01,11133306,CONFIRMED,41.74598855,4.6125,421.8,2.4,584.0,27.58,5978.0,1.171,4.316,11.854,KEPLER
K02702.01,6307063,FALSE_POSITIVE,75.378004,6.744,447.8,3.82,455.0,10.13,5876.0,1.077,4.374,13.693,KEPLER
K02703.01,5871985,CONFIRMED,213.258526,7.768,1992.3,2.72,202.0,0.39,4477.0,0.637,4.649,15.165,KEPLER
K00260.02,8292840,CONFIRMED,100.2830675,10.8636,351.2,2.51,475.0,12.07,6214.0,1.297,4.238,10.5,KEPLER
K02704.01,9730163,CONFIRMED,4.871223664,1.5916,6462.0,1.56,341.0,3.18,3157.0,0.18,5.112,17.475,KEPLER
K02704.02,9730163,CONFIRMED,2.984157711,1.2637,2598.0,0.92,401.0,6.12,3157.0,0.18,5.112,17.475,KEPLER
K02705.01,11453592,CONFIRMED,2.8867624,0.9879,631.8,1.24,557.0,22.75,3483.0,0.389,4.875,14.717,KEPLER
K02763.01,3834322,FALSE_POSITIVE,0.498434645,0.955,239.2,1.08,1676.0,1873.28,4784.0,0.708,4.618,15.397,KEPLER
K02764.01,10073672,CANDIDATE,2.252976718,1.7131,467.9,1.19,795.0,94.26,4039.0,0.559,4.708,15.794,KEPLER
K02765.01,11188249,FALSE_POSITIVE,2.75505467,3.426,85.5,1.74,1783.0,2387.41,6257.0,1.748,4.063,13.883,KEPLER
K02766.01,4677282,FALSE_POSITIVE,1.572181216,7.219,219.5,77.12,3384.0,30903.98,6622.0,4.315,3.421,13.157,KEPLER
K02767.01,5097470,FALSE_POSITIVE,1.28805834,3.419,92.6,1.08,1736.0,2142.23,5631.0,1.132,4.33,14.487,KEPLER
K02844.01,4858610,FALSE_POSITIVE,2.72288246,2.408,152.6,1.06,1162.0,431.75,5458.0,0.872,4.53,15.003,KEPLER
K02845.01,10591855,CONFIRMED,1.574090323,1.5796,224.9,0.93,998.0,234.92,4313.0,0.65,4.662,15.571,KEPLER
K02846.01,4832175,FALSE_POSITIVE,0.947738312,1.206,202.2,0.88,1229.0,537.85,4464.0,0.638,4.643,15.761,KEPLER
K02848.01,7749773,CONFIRMED,13.7872627,5.747,75.1,1.55,894.0,150.64,5691.0,1.458,4.139,12.458,KEPLER
K00271.03,9451706,CONFIRMED,14.4359459,3.414,107.3,1.46,884.0,144.45,6075.0,1.352,4.264,11.485,KEPLER
K02849.01,10064256,CONFIRMED,5.95958637,2.899,133.1,1.02,897.0,153.48,5452.0,0.9,4.535,14.52,KEPLER
K02921.01,6842807,CANDIDATE,16.6146221,2.706,361.2,1.49,604.0,31.48,5295.0,0.8,4.548,15.46,KEPLER
K02922.01,4381282,FALSE_POSITIVE,0.497581917,1.46,140.6,0.76,1801.0,2487.04,5271.0,0.63,4.634,15.481,KEPLER
K02923.01,9815053,CANDIDATE,5.83892993,1.1066,237.4,1.19,835.0,114.94,5279.0,0.769,4.588,14.628,KEPLER
K02924.01,7609553,CONFIRMED,2.279523364,1.6202,126.8,0.87,1123.0,374.78,5017.0,0.797,4.516,14.589,KEPLER
K02926.01,10122538,CONFIRMED,12.2854718,2.996,1617.1,2.21,434.0,8.39,3891.0,0.564,4.718,16.279,KEPLER
K02926.02,10122538,CONFIRMED,5.53609368,2.2942,1223.3,2.2,566.0,24.23,3891.0,0.564,4.718,16.279,KEPLER
K02706.01,9697131,CANDIDATE,3.09756897,4.588,83.3,1.75,1782.0,2380.18,6329.0,1.885,4.026,10.268,KEPLER
K02707.01,5480640,CONFIRMED,58.0337426,5.584,807.1,3.21,486.0,13.17,5467.0,1.152,4.271,14.467,KEPLER
K02707.02,5480640,CONFIRMED,14.4252635,3.754,221.2,1.68,773.0,84.28,5467.0,1.152,4.271,14.467,KEPLER
K02707.03,5480640,CONFIRMED,26.6757818,2.696,474.8,2.69,630.0,37.15,5467.0,1.152,4.271,14.467,KEPLER
K02708.01,5175986,CONFIRMED,0.868386354,1.066,488.5,1.52,1389.0,880.33,4792.0,0.704,4.627,15.898,KEPLER
K02768.01,9008737,CONFIRMED,11.8288843,3.337,191.0,1.18,730.0,67.13,5653.0,0.857,4.551,15.228,KEPLER
K02768.02,9008737,CONFIRMED,14.7512034,1.25,261.1,1.63,678.0,49.97,5653.0,0.857,4.551,15.228,KEPLER
K02769.01,9692128,FALSE_POSITIVE,1.480323978,1.833,166.2,1.46,1743.0,2180.25,5996.0,1.081,4.342,13.66,KEPLER
K02770.01,10917043,CANDIDATE,205.385912,8.681,1248.7,2.11,200.0,0.38,4400.0,0.624,4.659,15.558,KEPLER
K00041.02,6521045,CONFIRMED,6.88707073,4.4679,68.7,1.3,1155.0,420.97,5788.0,1.474,4.122,11.197,KEPLER
K00267.01,8167959,FALSE_POSITIVE,165.75597,8.45,57.3,15049.8,398.0,5.96,5800.0,1.412,4.119,10.458,KEPLER
K02850.01,4075015,FALSE_POSITIVE,1.11431205,2.112,160.4,1.07,1635.0,1691.99,5776.0,0.849,4.554,15.411,KEPLER
K02851.01,6697605,CONFIRMED,3.42064689,1.767,356.8,2.27,1129.0,382.68,5370.0,0.966,4.411,15.472,KEPLER
K02851.02,6697605,CANDIDATE,1.23935745,1.683,150.9,1.5,1583.0,1488.51,5370.0,0.966,4.411,15.472,KEPLER
K02852.01,6294819,CONFIRMED,0.675650404,1.8261,200.7,1.36,2085.0,4473.06,5966.0,0.961,4.493,15.892,KEPLER
K02853.01,12602314,CANDIDATE,1.407020118,1.3766,181.9,1.12,1350.0,782.45,5022.0,0.849,4.485,14.946,KEPLER
K02927.01,5787131,CANDIDATE,24.4359956,6.254,496.6,2.31,674.0,48.81,6197.0,1.035,4.449,15.849,KEPLER
K02928.01,3230753,FALSE_POSITIVE,17.7337356,5.558,217.3,1.24,597.0,29.95,5335.0,0.831,4.56,14.625,KEPLER
K02929.01,8358012,FALSE_POSITIVE,10.06478627,2.86,285.7,1.49,729.0,66.74,5438.0,0.82,4.574,14.89,KEPLER
K02930.01,4664046,FALSE_POSITIVE,1.12976597,3.096,133.7,0.83,1429.0,987.44,5366.0,0.715,4.625,15.625,KEPLER
K00277.01,11401755,CONFIRMED,16.23191704,7.461,501.6,3.54,926.0,174.1,5919.0,1.585,4.042,11.866,KEPLER
K02709.01,4180401,FALSE_POSITIVE,15.4126766,3.402,599.8,2.82,618.0,34.56,5240.0,0.856,4.555,14.373,KEPLER
K02710.01,6350476,FALSE_POSITIVE,1.110599919,1.3493,157.6,1.07,1539.0,1320.65,5227.0,0.867,4.463,14.139,KEPLER
K00260.03,8292840,CONFIRMED,21.86965714,5.5177,125.5,1.51,790.0,92.0,6214.0,1.297,4.238,10.5,KEPLER
K02711.01,5272233,CONFIRMED,9.02436414,3.011,214.6,1.62,939.0,183.39,5885.0,1.111,4.348,13.642,KEPLER
K02711.02,5272233,CONFIRMED,17.3408735,3.398,159.0,1.43,755.0,76.86,5885.0,1.111,4.348,13.642,KEPLER
K02771.01,11456382,FALSE_POSITIVE,0.814280672,2.326,134.9,1.91,2563.0,10224.99,6366.0,1.543,4.167,11.751,KEPLER
K02773.01,3130548,FALSE_POSITIVE,0.878855771,1.1014,269.7,1.57,1864.0,2857.19,5727.0,0.937,4.438,14.853,KEPLER
K02774.01,9593757,FALSE_POSITIVE,2.49432176,2.3269,8043.0,8.91,1342.0,766.49,5780.0,1.0,4.438,17.69,KEPLER
K02775.01,6346809,CANDIDATE,17.57704569,2.022,670.0,27.21,673.0,48.33,5653.0,0.901,4.442,14.94,KEPLER
K02776.01,4275117,FALSE_POSITIVE,1.00652785,1.3175,125.9,1.03,1815.0,2556.97,6089.0,0.889,4.527,14.716,KEPLER
K02777.01,6545051,FALSE_POSITIVE,1.99566293,4.514,197.0,1.11,1182.0,462.26,5235.0,0.771,4.595,15.734,KEPLER
K02854.01,5513866,FALSE_POSITIVE,0.755111225,3.164,168.0,1.38,1999.0,3759.62,5780.0,1.0,4.438,13.573,KEPLER
K02855.01,4547603,CANDIDATE,1.400755743,1.0562,144.4,1.3,1628.0,1659.74,5487.0,1.072,4.333,14.456,KEPLER
K02856.01,5688910,CONFIRMED,25.8730914,5.085,694.4,2.88,667.0,46.82,6036.0,1.093,4.382,15.323,KEPLER
K02857.01,6345732,CONFIRMED,20.2642023,4.664,185.3,2.12,770.0,82.92,5937.0,1.291,4.251,13.701,KEPLER
K00272.01,5716763,CANDIDATE,1.28132831,0.9157,525.5,4.52,2215.0,5673.71,5918.0,1.596,3.978,12.107,KEPLER
K02857.02,6345732,CONFIRMED,7.44136102,4.554,79.7,1.33,1075.0,315.02,5937.0,1.291,4.251,13.701,KEPLER
K02931.01,8611257,CONFIRMED,99.2532336,7.208,538.0,2.17,300.0,1.93,5010.0,0.715,4.623,14.699,KEPLER
K02932.01,3861611,FALSE_POSITIVE,3.84933401,2.299,503.9,2.12,1147.0,408.84,5984.0,0.906,4.521,15.851,KEPLER
K02933.01,12416987,CANDIDATE,119.0833042,2.558,2951.0,22.19,240.0,0.78,4412.0,0.623,4.662,15.823,KEPLER
K02935.01,8259713,CANDIDATE,27.8813154,6.346,209.2,1.54,681.0,50.86,6434.0,1.055,4.414,13.603,KEPLER
K02936.01,10880507,CONFIRMED,6.4802138,3.27,142.0,1.26,934.0,180.05,5496.0,0.983,4.417,14.421,KEPLER
K02712.01,11098013,CANDIDATE,7.50790041,5.646,145.0,1.77,1138.0,396.33,6408.0,1.337,4.309,11.125,KEPLER
K02713.01,5443604,FALSE_POSITIVE,21.3910125,3.512,645.8,1.72,483.0,12.88,4889.0,0.686,4.637,14.985,KEPLER
K02714.01,12206313,CONFIRMED,14.3832267,8.378,178.5,1.84,889.0,147.78,6115.0,1.291,4.249,13.312,KEPLER
K02714.02,12206313,CONFIRMED,47.3186631,10.465,263.4,2.1,598.0,30.22,6115.0,1.291,4.249,13.312,KEPLER
K02715.01,9837661,CONFIRMED,11.12827427,2.6118,6057.0,4.04,408.0,6.52,3640.0,0.503,4.744,16.835,KEPLER
K02778.01,7769819,CONFIRMED,2.21571296,1.8211,285.1,1.7,1283.0,638.56,5417.0,0.901,4.447,15.392,KEPLER
K02779.01,11874577,CONFIRMED,34.4585495,7.434,431.0,1.88,559.0,23.05,6161.0,0.862,4.545,14.936,KEPLER
K02780.01,12164564,CONFIRMED,3.35184041,1.9855,345.3,1.88,1294.0,661.69,6198.0,1.005,4.464,15.526,KEPLER
K02781.01,8190354,FALSE_POSITIVE,1.615758517,1.734,41.7,1.31,2158.0,5140.67,5622.0,2.017,3.813,12.743,KEPLER
K00268.01,3425851,CANDIDATE,110.3783828,12.211,489.8,3.02,473.0,11.82,6342.0,1.359,4.242,10.56,KEPLER
