iter	Passed	Remaining
184	957	4216
185	961	4207
186	966	4201
187	972	4199
188	977	4193
189	981	4183
190	986	4176
191	991	4172
192	996	4167
193	1001	4160
194	1005	4152
195	1010	4145
196	1016	4141
197	1021	4136
198	1026	4132
199	1031	4124
200	1034	4114
201	1039	4105
202	1043	4097
203	1047	4088
204	1052	4082
205	1057	4076
206	1062	4070
207	1067	4063
208	1071	4056
209	1075	4047
210	1080	4040
211	1085	4032
212	1089	4025
213	1093	4017
214	1098	4011
215	1103	4003
216	1107	3996
217	1111	3988
218	1116	3981
219	1120	3974
220	1125	3966
221	1129	3957
222	1134	3951
223	1138	3944
224	1142	3935
225	1147	3929
226	1151	3921
227	1155	3912
228	1160	3907
229	1165	3902
230	1170	3896
231	1175	3889
232	1179	3882
233	1183	3874
234	1187	3866
235	1191	3857
236	1195	3849
237	1200	3843
238	1204	3836
239	1209	3828
240	1213	3822
241	1217	3814
242	1221	3806
243	1226	3799
244	1230	3792
245	1235	3786
246	1240	3780
247	1244	3773
248	1248	3765
249	1252	3758
250	1256	3749
251	1261	3744
252	1265	3735
253	1269	3727
254	1273	3721
255	1277	3713
256	1282	3706
257	1286	3698
258	1289	3690
259	1294	3683
260	1298	3675
261	1302	3667
262	1306	3659
263	1309	3651
264	1314	3645
265	1318	3637
266	1322	3631
267	1326	3624
268	1330	3616
269	1335	3610
270	1339	3602
271	1343	3595
272	1347	3587
273	1351	3580
274	1355	3574
275	1361	3570
276	1365	3564
277	1370	3559
278	1375	3554
279	1382	3554
280	1386	3547
281	1391	3543
282	1396	3537
283	1401	3533
284	1405	3526
285	1410	3522
286	1416	3519
287	1421	3514
288	1426	3510
289	1431	3504
290	1437	3502
291	1443	3498
292	1448	3496
293	1455	3494
294	1459	3487
295	1466	3487
296	1471	3482
297	1477	3479
298	1481	3474
299	1487	3470
300	1492	3466
301	1498	3463
302	1503	3459
303	1509	3457
304	1515	3452
305	1519	3447
306	1524	3441
307	1528	3435
308	1532	3427
309	1537	3421
310	1541	3414
311	1545	3407
312	1549	3401
313	1553	3394
314	1558	3388
315	1562	3381
316	1565	3373
317	1570	3368
318	1574	3361
319	1578	3354
320	1583	3349
321	1588	3344
322	1592	3338
323	1598	3334
324	1602	3328
325	1606	3320
326	1610	3314
327	1614	3307
328	1618	3300
329	1622	3294
330	1626	3287
331	1631	3281
332	1634	3274
333	1638	3268
334	1643	3262
335	1647	3255
336	1651	3249
337	1655	3242
338	1659	3235
339	1663	3230
340	1668	3223
341	1672	3217
342	1676	3210
343	1679	3203
344	1684	3197
345	1688	3190
346	1693	3186
347	1697	3180
348	1701	3172
349	1705	3166
350	1709	3160
351	1713	3154
352	1718	3149
353	1722	3143
354	1726	3136
355	1730	3130
356	1734	3124
357	1739	3118
358	1744	3114
359	1748	3108
360	1753	3103
361	1757	3097
362	1761	3091
363	1765	3085
364	1769	3078
365	1773	3072
366	1777	3066
367	1781	3059
368	1786	3054
369	1789	3047
370	1793	3041
371	1798	3035
372	1801	3028
373	1806	3023
374	1810	3017
375	1814	3011
376	1819	3005
377	1822	2999
378	1827	2993
379	1832	2989
380	1836	2983
381	1841	2979
382	1846	2975
383	1851	2969
384	1855	2963
385	1860	2959
386	1864	2954
387	1869	2948
388	1874	2944
389	1879	2939
390	1883	2933
391	1888	2928
392	1892	2923
393	1896	2917
394	1901	2911
395	1905	2906
396	1910	2901
397	1915	2896
398	1920	2892
399	1924	2887
400	1929	2882
401	1934	2877
402	1938	2871
403	1942	2865
404	1946	2859
405	1950	2853
406	1954	2848
407	1959	2842
408	1962	2836
409	1968	2832
410	1972	2827
411	1976	2821
412	1981	2815
413	1984	2809
414	1989	2803
415	1993	2798
416	1997	2792
417	2001	2786
418	2005	2780
419	2009	2774
420	2013	2768
421	2017	2762
422	2021	2757
423	2025	2750
424	2029	2746
425	2033	2740
426	2037	2734
427	2041	2728
428	2045	2722
429	2049	2716
430	2053	2711
431	2057	2704
432	2061	2699
433	2065	2693
434	2069	2687
435	2073	2681
436	2077	2676
437	2082	2671
438	2086	2666
439	2090	2660
440	2094	2655
441	2098	2649
442	2102	2643
443	2106	2637
444	2110	2631
445	2114	2626
446	2118	2621
447	2122	2615
448	2127	2610
449	2131	2605
450	2135	2600
451	2139	2594
452	2143	2588
453	2148	2583
454	2152	2578
455	2157	2573
456	2162	2568
457	2166	2563
458	2170	2558
459	2174	2553
460	2179	2547
461	2183	2542
462	2187	2537
463	2191	2531
464	2195	2526
465	2199	2520
466	2203	2514
467	2207	2509
468	2211	2503
469	2215	2498
470	2219	2492
471	2223	2487
472	2228	2482
473	2232	2476
474	2236	2472
475	2240	2466
476	2244	2460
477	2248	2455
478	2252	2449
479	2256	2444
480	2260	2438
481	2264	2433
482	2268	2427
483	2271	2422
484	2276	2416
485	2279	2411
486	2284	2406
487	2288	2400
488	2292	2395
489	2296	2390
490	2300	2384
491	2304	2379
492	2308	2373
493	2312	2368
494	2316	2363
495	2320	2358
496	2324	2352
497	2328	2347
498	2332	2342
499	2337	2337
500	2340	2331
501	2345	2326
502	2349	2321
503	2353	2316
504	2357	2311
505	2361	2305
506	2365	2300
507	2370	2296
508	2374	2290
509	2378	2285
510	2382	2280
511	2386	2274
512	2391	2270
513	2395	2264
514	2399	2259
515	2403	2254
516	2407	2249
517	2411	2244
518	2416	2239
519	2420	2233
520	2424	2229
521	2428	2223
522	2432	2218
523	2437	2214
524	2441	2209
525	2446	2204
526	2450	2199
527	2455	2195
528	2459	2190
529	2464	2185
530	2469	2181
531	2473	2176
532	2478	2171
533	2482	2166
534	2486	2161
535	2490	2156
536	2494	2151
537	2499	2146
538	2503	2141
539	2508	2136
540	2513	2132
541	2519	2128
542	2523	2123
543	2527	2118
544	2532	2114
545	2536	2108
546	2541	2104
547	2546	2100
548	2551	2096
549	2556	2091
550	2561	2086
551	2566	2083
552	2571	2078
553	2577	2074
554	2581	2069
555	2586	2065
556	2590	2060
557	2594	2055
558	2598	2050
559	2602	2044
560	2607	2040
561	2610	2034
562	2614	2029
563	2618	2024
564	2622	2019
565	2627	2014
566	2631	2009
567	2635	2004
568	2640	1999
569	2643	1994
570	2648	1989
571	2660	1990
572	2663	1984
573	2667	1979
574	2670	1974
575	2674	1968
576	2678	1963
577	2682	1958
578	2686	1953
579	2690	1948
580	2694	1943
581	2698	1938
582	2702	1932
583	2706	1928
584	2710	1923
585	2715	1918
586	2719	1913
587	2723	1908
588	2727	1903
589	2732	1898
590	2736	1893
591	2739	1888
592	2743	1883
593	2748	1878
594	2751	1873
595	2756	1868
596	2761	1863
597	2764	1858
598	2768	1853
599	2773	1848
600	2776	1843
601	2781	1838
602	2784	1833
603	2789	1828
604	2793	1823
605	2797	1818
606	2801	1813
607	2805	1808
608	2809	1804
609	2814	1799
610	2817	1794
611	2822	1789
612	2826	1784
613	2830	1779
614	2834	1774
615	2838	1769
616	2842	1764
617	2846	1759
618	2850	1754
619	2854	1749
620	2858	1744
621	2862	1739
622	2866	1734
623	2870	1729
624	2874	1724
625	2878	1719
626	2883	1715
627	2886	1710
628	2891	1705
629	2895	1700
630	2899	1695
631	2903	1690
632	2908	1686
633	2912	1681
634	2917	1676
635	2922	1672
636	2927	1668
637	2931	1663
638	2936	1658
639	2940	1654
640	2945	1649
641	2950	1645
642	2954	1640
643	2958	1635
644	2963	1631
645	2967	1626
646	2972	1621
647	2977	1617
648	2981	1612
649	2985	1607
650	2991	1603
651	2994	1598
652	2999	1593
653	3003	1589
654	3007	1584
655	3011	1579
656	3015	1574
657	3019	1569
658	3024	1564
659	3027	1559
660	3032	1555
661	3036	1550
662	3040	1545
663	3044	1540
664	3048	1535
665	3052	1530
666	3056	1525
667	3060	1520
668	3064	1516
669	3068	1511
670	3073	1506
671	3077	1501
672	3080	1496
673	3085	1492
674	3088	1487
675	3092	1482
676	3096	1477
677	3100	1472
678	3105	1468
679	3109	1463
680	3113	1458
681	3117	1453
682	3120	1448
683	3125	1443
684	3129	1439
685	3133	1434
686	3137	1429
687	3141	1424
688	3146	1420
689	3150	1415
690	3154	1410
691	3159	1406
692	3163	1401
693	3167	1396
694	3171	1391
695	3174	1386
696	3179	1382
697	3183	1377
698	3187	1372
699	3191	1367
700	3195	1363
701	3200	1358
702	3204	1353
703	3207	1348
704	3212	1344
705	3216	1339
706	3220	1334
707	3224	1329
708	3228	1325
709	3232	1320
710	3236	1315
711	3240	1310
712	3244	1306
713	3248	1301
714	3252	1296
715	3256	1291
716	3260	1287
717	3265	1282
718	3269	1277
719	3273	1273
720	3277	1268
721	3281	1263
722	3286	1259
723	3290	1254
724	3294	1249
725	3298	1244
726	3302	1240
727	3306	1235
728	3311	1230
729	3315	1226
730	3319	1221
731	3323	1216
732	3327	1211
733	3331	1207
734	3335	1202
735	3339	1197
736	3343	1193
737	3347	1188
738	3351	1183
739	3355	1178
740	3359	1174
741	3362	1169
742	3367	1164
743	3371	1159
744	3375	1155
745	3378	1150
746	3382	1145
747	3387	1141
748	3390	1136
749	3395	1131
750	3399	1127
751	3403	1122
752	3408	1117
753	3412	1113
754	3416	1108
755	3421	1104
756	3425	1099
757	3429	1095
758	3434	1090
759	3438	1085
760	3442	1081
761	3447	1076
762	3451	1072
763	3456	1067
764	3460	1063
765	3464	1058
766	3469	1053
767	3473	1049
768	3477	1044
769	3482	1040
770	3486	1035
771	3490	1030
772	3495	1026
773	3498	1021
774	3503	1017
775	3507	1012
776	3511	1007
777	3516	1003
778	3520	998
779	3524	994
780	3530	989
781	3536	985
782	3540	981
783	3544	976
784	3549	972
785	3554	967
786	3558	962
787	3562	958
788	3566	953
789	3570	949
790	3575	944
791	3579	939
792	3583	935
793	3587	930
794	3591	926
795	3596	921
796	3600	917
797	3604	912
798	3609	907
799	3613	903
800	3617	898
801	3622	894
802	3626	889
803	3631	885
804	3636	880
805	3641	876
806	3645	871
807	3651	867
808	3655	863
809	3660	858
810	3667	854
811	3672	850
812	3677	845
813	3682	841
814	3687	836
815	3693	832
816	3699	828
817	3705	824
818	3711	820
819	3717	816
820	3722	811
821	3728	807
822	3733	802
823	3738	798
824	3744	794
825	3751	790
826	3756	785
827	3763	781
828	3768	777
829	3773	772
830	3778	768
831	3782	763
832	3786	759
833	3791	754
834	3797	750
835	3801	745
836	3806	741
837	3813	737
838	3818	732
839	3825	728
840	3829	724
841	3834	719
842	3838	714
843	3844	710
844	3848	706
845	3853	701
846	3858	696
847	3862	692
848	3868	687
849	3873	683
850	3878	679
851	3883	674
852	3888	670
853	3896	666
854	3901	661
855	3906	657
856	3910	652
857	3915	647
858	3920	643
859	3926	639
860	3930	634
861	3934	629
862	3939	625
863	3943	620
864	3948	616
865	3953	611
866	3957	607
867	3962	602
868	3967	598
869	3971	593
870	3976	588
871	3980	584
872	3985	579
873	3989	575
874	3995	570
875	4000	566
876	4006	561
877	4010	557
878	4017	552
879	4023	548
880	4030	544
881	4035	539
882	4042	535
883	4047	531
884	4053	526
885	4058	522
886	4063	517
887	4069	513
888	4074	508
889	4080	504
890	4085	499
891	4091	495
892	4096	490
893	4101	486
894	4105	481
895	4110	477
896	4116	472
897	4123	468
898	4128	463
899	4132	459
900	4138	454
901	4143	450
902	4147	445
903	4154	441
904	4159	436
905	4163	431
906	4169	427
907	4174	422
908	4178	418
909	4184	413
910	4189	409
911	4193	404
912	4198	400
913	4203	395
914	4207	390
915	4212	386
916	4217	381
917	4222	377
918	4227	372
919	4232	368
920	4236	363
921	4242	358
922	4246	354
923	4251	349
924	4257	345
925	4261	340
926	4265	335
927	4270	331
928	4274	326
929	4279	322
930	4283	317
931	4288	312
932	4292	308
933	4297	303
934	4301	299
935	4305	294
936	4310	289
937	4314	285
938	4317	280
939	4321	275
940	4326	271
941	4330	266
942	4334	262
943	4338	257
944	4343	252
945	4347	248
946	4351	243
947	4356	238
948	4359	234
949	4363	229
950	4367	225
951	4371	220
952	4375	215
953	4379	211
954	4383	206
955	4387	201
956	4391	197
957	4395	192
958	4399	188
959	4403	183
960	4407	178
961	4412	174
962	4416	169
963	4419	165
964	4423	160
965	4427	155
966	4431	151
967	4435	146
968	4439	142
969	4443	137
970	4446	132
971	4450	128
972	4454	123
973	4458	119
974	4462	114
975	4466	109
976	4470	105
977	4474	100
978	4478	96
979	4482	91
980	4486	86
981	4490	82
982	4494	77
983	4499	73
984	4503	68
985	4507	63
986	4511	59
987	4515	54
988	4519	50
989	4523	45
990	4527	41
991	4532	36
992	4535	31
993	4539	27
994	4543	22
995	4548	18
996	4552	13
997	4557	9
998	4562	4
999	4567	0
