iter	Logloss
262	0.2088972307
263	0.20872016
264	0.2084240433
265	0.2079533287
266	0.2075729858
267	0.2072607859
268	0.2068593909
269	0.2065131331
270	0.2062063901
271	0.2058090139
272	0.2054666055
273	0.2051380663
274	0.2049635549
275	0.2046061838
276	0.2043097727
277	0.2040450895
278	0.2038625619
279	0.2033702514
280	0.2031091261
281	0.2027255244
282	0.2024465005
283	0.2020033349
284	0.2017741806
285	0.2012828958
286	0.2010212016
287	0.2006345443
288	0.2003520723
289	0.2001421069
290	0.199728067
291	0.1994534599
292	0.1992183707
293	0.1989318589
294	0.198824807
295	0.198587017
296	0.1983352285
297	0.1980450798
298	0.1976988474
299	0.1973739157
300	0.196945478
301	0.1965976416
302	0.1962086468
303	0.1960017058
304	0.1957678376
305	0.1952098646
306	0.1950639689
307	0.1948310611
308	0.194524514
309	0.1940567735
310	0.1938258718
311	0.1935855803
312	0.1931862451
313	0.19297973
314	0.1927793207
315	0.1923611565
316	0.1921686273
317	0.1919768242
318	0.1916813197
319	0.1913953758
320	0.1909800238
321	0.1906491001
322	0.1904091611
323	0.1900960942
324	0.1898230355
325	0.1895666925
326	0.1892145917
327	0.189032439
328	0.1888001575
329	0.1885651383
330	0.1883924492
331	0.1880976829
332	0.1879149907
333	0.1876868079
334	0.1874897235
335	0.1871398823
336	0.1869030293
337	0.1866789097
338	0.186478946
339	0.1861091186
340	0.1859751584
341	0.1857300627
342	0.1855602972
343	0.1853795416
344	0.1851706787
345	0.1850572185
346	0.1849259647
347	0.1846743769
348	0.1845441339
349	0.18415672
350	0.1839095302
351	0.1836073993
352	0.1833869711
353	0.1831867518
354	0.1829346331
355	0.1825700415
356	0.1822774788
357	0.1819763761
358	0.181742982
359	0.1812748784
360	0.1810441719
361	0.1808559809
362	0.1804982132
363	0.1802589281
364	0.1800379814
365	0.1797902759
366	0.1796109182
367	0.1794166623
368	0.179101896
369	0.1789381995
370	0.1787180105
371	0.1784587551
372	0.1782479398
373	0.1780130859
374	0.1778122403
375	0.1775762697
376	0.1774273781
377	0.1771363553
378	0.176894359
379	0.1767117574
380	0.1762965963
381	0.1760456399
382	0.1758780102
383	0.1757537481
384	0.1756328204
385	0.175348456
386	0.1750949078
387	0.1749963042
388	0.1748345324
389	0.1747100453
390	0.1745008489
391	0.1742891014
392	0.1741261911
393	0.1738801445
394	0.173662473
395	0.1734105282
396	0.1731314871
397	0.1729411508
398	0.1727237333
399	0.1723984397
400	0.1721596902
401	0.1720296926
402	0.1719533787
403	0.1716379663
404	0.1713478405
405	0.1709446629
406	0.1707124098
407	0.1705131306
408	0.1702120117
409	0.1700417164
410	0.1698615491
411	0.169577394
412	0.1693008721
413	0.1691702248
414	0.1689300302
415	0.16875078
416	0.1685319814
417	0.1683865714
418	0.1682897138
419	0.1680646819
420	0.1678045207
421	0.1675691934
422	0.1673582782
423	0.1672281109
424	0.1669559817
425	0.1667534793
426	0.1665638785
427	0.1664099865
428	0.1662718406
429	0.1660964604
430	0.165862692
431	0.1656559154
432	0.1655373176
433	0.1652765974
434	0.1650386011
435	0.1648646171
436	0.1645921095
437	0.164388264
438	0.1641284175
439	0.1638902987
440	0.1636933806
441	0.1634413006
442	0.1632356587
443	0.1630501013
444	0.1629299319
445	0.1627792682
446	0.162540959
447	0.1623350652
448	0.1621960208
449	0.1619912706
450	0.1618064181
451	0.1616775676
452	0.1614277921
453	0.1612005326
454	0.1610596396
455	0.1608300057
456	0.1606331709
457	0.1604431964
458	0.1602579302
459	0.1600177723
460	0.159828624
461	0.1596116736
462	0.159285983
463	0.1590704205
464	0.1589668741
465	0.158719631
466	0.1585523186
467	0.1583517679
468	0.1581731255
469	0.1580186276
470	0.1578608474
471	0.1576794232
472	0.1574139212
473	0.1572388883
474	0.1570995697
475	0.1568989633
476	0.1567767951
477	0.1564916018
478	0.1562796886
479	0.1560898896
480	0.1559655445
481	0.1558358359
482	0.155528008
483	0.1553488901
484	0.1552264583
485	0.1550734527
486	0.1548734981
487	0.1546650951
488	0.1544811901
489	0.1542480209
490	0.1540800293
491	0.1539326024
492	0.153735828
493	0.1535682386
494	0.1532860752
495	0.1531920379
496	0.1530172202
497	0.1528463907
498	0.1525376587
499	0.1523058424
500	0.1521955514
501	0.1520611175
502	0.1518512414
503	0.1516442096
504	0.1515364751
505	0.1513472209
506	0.1512183286
507	0.1510765503
508	0.1508669966
509	0.1506909734
510	0.1505283933
511	0.1503822222
512	0.1502381149
513	0.1499722059
514	0.149752626
515	0.149674761
516	0.1494880033
517	0.1492076023
518	0.1489589965
519	0.1487813867
520	0.1485945873
521	0.1483910564
522	0.1481701461
523	0.1479769847
524	0.1478839187
525	0.1477586459
526	0.1476599846
527	0.1474487993
528	0.1472723074
529	0.1470782888
530	0.1468559789
531	0.1466825123
532	0.1465314816
533	0.1464290677
534	0.1463295552
535	0.1461931676
536	0.1460201661
537	0.1458534834
538	0.1456455419
539	0.1455118694
540	0.1454026378
541	0.1452765714
542	0.1450945421
543	0.1449887325
544	0.1448066134
545	0.1445177946
546	0.1443827041
547	0.1441289593
548	0.1439419609
549	0.1436983025
550	0.143432847
551	0.1432412163
552	0.1431585074
553	0.142890634
554	0.1427138151
555	0.142574427
556	0.1424466758
557	0.1423083662
558	0.1421941393
559	0.1420618232
560	0.1419219543
561	0.1417098706
562	0.1414735872
563	0.1412949532
564	0.1410548594
565	0.1409062562
566	0.1407734528
567	0.1406268003
568	0.14050353
569	0.1402347575
570	0.1400710596
571	0.1398977746
572	0.1397056019
573	0.1395798678
574	0.1395026957
575	0.1393678592
576	0.1392262437
577	0.1390861604
578	0.1389558541
579	0.1388366758
580	0.138687448
581	0.1385183812
582	0.1383783728
583	0.1381862122
584	0.1380796999
585	0.1378979314
586	0.1377108288
587	0.1375504437
588	0.1374184916
589	0.1372679768
590	0.137156886
591	0.137035569
592	0.1369012187
593	0.1367266765
594	0.1366033309
595	0.1364644305
596	0.1363053655
597	0.1361486206
598	0.1359738398
599	0.1358603814
600	0.1356559596
601	0.1355006092
602	0.1353419399
603	0.135143791
604	0.1350446705
605	0.1348073011
606	0.134699771
607	0.1346056395
608	0.1344965385
609	0.1343305883
610	0.1341938311
611	0.1340555275
612	0.1338943995
613	0.1337961704
614	0.1336800458
615	0.1335362391
616	0.1333496128
617	0.1331855328
618	0.1330482813
619	0.1329467761
620	0.1326919689
621	0.1325196521
622	0.1323800162
623	0.1322748659
624	0.1321365754
625	0.1320195358
626	0.1317356074
627	0.1316341777
628	0.1315296902
629	0.1314573534
630	0.1313596925
631	0.1311328974
632	0.1309779671
633	0.1307938109
634	0.130617809
635	0.1304123672
636	0.1302575627
637	0.1301869895
638	0.1300363504
639	0.129906746
640	0.1297063793
641	0.1296445905
642	0.1294959499
643	0.1293635017
644	0.1291860693
645	0.1290037681
646	0.1288856064
647	0.1287329193
648	0.1286061464
649	0.1285194214
650	0.1284076904
651	0.1281404788
652	0.1279077391
653	0.1276911599
654	0.1275593197
655	0.127410615
656	0.1273458584
657	0.127209278
658	0.1271397937
659	0.1270374348
660	0.1268838659
661	0.1267392146
662	0.1266105366
663	0.1265190523
664	0.1264395679
665	0.1262821446
666	0.1261781407
667	0.1260483898
668	0.1259668735
669	0.125903099
670	0.1257750247
671	0.1256764851
672	0.1255618448
673	0.125387225
674	0.1252506445
675	0.1251611308
676	0.1250024314
677	0.1249287864
678	0.1247954379
679	0.1246610112
680	0.1245005096
681	0.1244223947
682	0.1242773485
683	0.1241941167
684	0.1240489761
685	0.123871224
686	0.1237658801
687	0.1236732467
688	0.1235745699
689	0.1235174185
690	0.1234377783
691	0.1232996332
692	0.1230985449
693	0.1229586501
694	0.1228511694
695	0.1227669906
696	0.1226792464
697	0.1225863727
698	0.1223919147
699	0.1222639317
700	0.1221926111
701	0.1220644007
702	0.1219377006
703	0.1218279071
704	0.1216793719
705	0.1215935713
706	0.1215042169
707	0.121398329
708	0.1212659231
709	0.1211557042
710	0.1210513434
711	0.1209026093
712	0.1207578329
713	0.1206586975
714	0.1205395827
715	0.1204385888
716	0.1203141278
717	0.1201866936
718	0.1201167413
719	0.1199461154
720	0.1197914855
721	0.1196601601
722	0.1195292515
723	0.1194190593
724	0.1192954597
725	0.1191955196
726	0.1190584875
727	0.1189218763
728	0.1188075255
729	0.1186878855
730	0.1185753238
731	0.1184241348
732	0.1182817845
733	0.1181216535
734	0.1180930764
735	0.1179144742
736	0.1177974187
737	0.1177271845
738	0.117523787
739	0.1174612147
740	0.1173599171
741	0.1172718923
742	0.1172117642
743	0.1171072571
744	0.117047244
745	0.1169811388
746	0.1168972651
747	0.1167911317
748	0.1167037032
749	0.1166098345
750	0.1164702268
751	0.1164102101
752	0.1163075347
753	0.1161980083
754	0.1160350282
755	0.1158377038
756	0.1157070127
757	0.1155324398
758	0.1154203957
759	0.1152780008
760	0.115176338
761	0.1150860742
762	0.1149308623
763	0.1148237663
764	0.1147234527
765	0.1145537402
766	0.1143821502
767	0.1141894175
768	0.1141477251
769	0.1140917372
770	0.1139027653
771	0.1137921644
772	0.1136649992
773	0.1135510329
774	0.1134942417
775	0.1133447583
776	0.1132470357
777	0.1131209961
778	0.1130062405
779	0.1128843108
780	0.1127622751
781	0.1126715575
782	0.112577168
783	0.1124944897
784	0.1122831038
785	0.1121733749
786	0.1119986941
787	0.111851363
788	0.1117732277
789	0.1116293368
790	0.111462925
791	0.1113334767
792	0.1112244887
793	0.1111035903
794	0.1110315799
795	0.1109754445
796	0.1108838503
797	0.1107623559
798	0.1106672566
799	0.1106015542
800	0.1104896473
801	0.1104103724
802	0.1102766662
803	0.110144518
804	0.1100344538
805	0.1099529371
806	0.1098490587
807	0.1096707478
808	0.109602736
809	0.1094039905
810	0.1093037595
811	0.1091552019
812	0.1090567822
813	0.1089723456
814	0.1088987438
815	0.1088252775
816	0.1086572491
817	0.1085437404
818	0.108416355
819	0.1083126626
820	0.1082198708
821	0.1081695491
822	0.1079934781
823	0.1079202666
824	0.1078636587
825	0.1077722454
826	0.1075837813
827	0.1075601355
828	0.1075128304
829	0.1074417354
830	0.1073775432
831	0.1071836491
832	0.1070859585
833	0.1070086794
834	0.1068870469
835	0.1067952473
836	0.1066380834
837	0.1065147782
838	0.1064176104
839	0.1063260936
840	0.1062302827
841	0.1061130468
842	0.1060361188
843	0.1059590551
844	0.1058260999
845	0.1057265262
846	0.1056022167
847	0.1054691747
848	0.1053513389
849	0.1053152574
850	0.1052197351
851	0.1051573828
852	0.1050788351
853	0.1048642361
854	0.1047537821
855	0.1045908855
856	0.1045051633
857	0.1044351617
858	0.1043792593
859	0.1042185777
860	0.1040964463
861	0.1039429975
862	0.1038398135
863	0.1037596932
864	0.10364906
865	0.1035366386
866	0.1034840327
867	0.1033890696
868	0.1032727979
869	0.103164005
870	0.1030872647
871	0.1030435633
872	0.1029797078
873	0.1028953056
874	0.1028096305
875	0.1027285698
876	0.1025038242
877	0.1024165876
878	0.1023025114
879	0.1022026944
880	0.1020688191
881	0.1018712939
882	0.1017831319
883	0.1017011652
884	0.1016169201
885	0.1015490794
886	0.1013458963
887	0.1012542732
888	0.1011685758
889	0.1010793062
890	0.1010208426
891	0.1009476642
892	0.1009007889
893	0.1008409483
894	0.1008063204
895	0.1007156732
896	0.1005941772
897	0.1005225471
898	0.1004139864
899	0.1003421441
900	0.100222721
901	0.1001042882
902	0.09996637607
903	0.09990920153
904	0.09977922246
905	0.09968634531
906	0.09958016159
907	0.09948256738
908	0.0993708132
909	0.099264599
910	0.09919005402
911	0.09915599206
912	0.09904257553
913	0.09897359965
914	0.09889664913
915	0.09877566541
916	0.09867269146
917	0.09854838757
918	0.09840442269
919	0.0982886537
920	0.09818342675
921	0.09814502373
922	0.09803546437
923	0.0979717174
924	0.09788427527
925	0.09786807894
926	0.09776902214
927	0.09766729946
928	0.09759127778
929	0.09750393511
930	0.09736852145
931	0.09731904892
932	0.09717754043
933	0.09712113822
934	0.09697584012
935	0.09690322608
936	0.09681021588
937	0.0966167528
938	0.09654593088
939	0.09644151396
940	0.09641760413
941	0.09636317314
942	0.09624611613
943	0.09619097055
944	0.09611834629
945	0.0959921714
946	0.09589699897
947	0.09577406409
948	0.09570695701
949	0.09561092716
950	0.09550930798
951	0.0953915915
952	0.09526622734
953	0.09520635502
954	0.09514761826
955	0.0950656797
956	0.0949818506
957	0.09492702984
958	0.09484699486
959	0.09474045912
960	0.09466579035
961	0.09458269042
962	0.09452166846
963	0.09439024514
964	0.09428070889
965	0.09414974661
966	0.09412692948
967	0.09403567507
968	0.09400405958
969	0.09390767654
970	0.09380631627
971	0.09373341295
972	0.09357545074
973	0.09350584367
974	0.09340157826
975	0.09329596319
976	0.09319912158
977	0.09310033077
978	0.09299680617
979	0.09291708756
980	0.09277945929
981	0.09270616409
982	0.09265092747
983	0.09260469365
984	0.09250964116
985	0.09241969708
986	0.09234550667
987	0.09223777356
988	0.09212686777
989	0.09206945303
990	0.09203160363
991	0.09193554682
992	0.09187393203
993	0.09175409823
994	0.09164621351
995	0.09153880875
996	0.09143423959
997	0.09137069621
998	0.09121123862
999	0.09110888113
