feature,importance
planet_radius_rearth,21.68794172215505
magnitude,13.2890255730043
transit_depth_ppm,13.125209518255145
orbital_period_days,12.262478333078915
transit_duration_hr,11.404649800393356
stellar_teff_k,6.750433998861945
equilibrium_temp_k,6.348735490379345
stellar_logg_cgs,6.0028699781092785
insolation_flux_earth,5.082404427828128
stellar_radius_rsun,4.046251157934546
